Word,Most_Similar_Word
дефект,"[('иттриевой', 0.8612404465675354), ('водород', 0.8589639663696289), ('альбумин', 0.8586243391036987), ('графеновый', 0.8563612699508667), ('анизотропия', 0.8563330173492432), ('краситель', 0.8541486263275146), ('ароматический', 0.8523107171058655), ('артериальный', 0.8514932990074158), ('железоиттриевый', 0.851132333278656), ('амин', 0.8503356575965881)]"
аутизм,[]
управляемый,"[('тераностика', 0.902336061000824)]"
тераностика,"[('управляемый', 0.9023358821868896), ('метастатический', 0.8035788536071777)]"
терапия,"[('диагностика', 0.80755215883255)]"
высвобождение,"[('калий', 0.8518616557121277), ('токсичный', 0.8479028344154358), ('селективный', 0.8379254341125488), ('кровеносный', 0.8373503088951111), ('растворитель', 0.8362592458724976), ('циркулировать', 0.8348338603973389), ('заживление', 0.834804117679596), ('детектирование', 0.8339530825614929), ('опухоль', 0.8323797583580017), ('желудочный', 0.8290179371833801)]"
лекарственный,"[('препарат', 0.8855023384094238), ('неинвазивный', 0.847507655620575), ('кислота', 0.8434860706329346), ('опухоль', 0.8343815207481384), ('сырьё', 0.8320531249046326), ('идентификация', 0.8204617500305176), ('высокоэффективный', 0.8191105127334595), ('фильтр', 0.8141764998435974), ('терапевтический', 0.8107807040214539), ('клетка', 0.8101745247840881)]"
доставка,"[('адресный', 0.9091194868087769), ('лекарство', 0.8673900365829468), ('препарат', 0.8273441195487976)]"
контейнер,"[('литьё', 0.8643579483032227), ('фильтр', 0.8555763959884644), ('нанесение', 0.8551750183105469), ('датчик', 0.8461833596229553), ('биопокрытие', 0.8441305756568909), ('аккумулятор', 0.8299488425254822), ('электрод', 0.8290271759033203), ('трубка', 0.8267519474029541), ('пластырь', 0.8248642683029175), ('колонный', 0.8229219317436218)]"
медленный,"[('чувственный', 0.824834942817688), ('станцевать', 0.8169749975204468), ('латин', 0.806378185749054), ('зажигательный', 0.8024007081985474)]"
совокупность,[]
точечный,[]
распространить,[]
неприятный,"[('наложить', 0.827451765537262), ('нереальный', 0.8161590695381165), ('пальто', 0.8135462403297424), ('уговор', 0.8132191300392151), ('недомогание', 0.8131982684135437), ('запах', 0.8072946071624756), ('запутать', 0.8024793267250061), ('пыль', 0.8022347092628479)]"
микроструктура,"[('ферромагнитный', 0.9185392260551453), ('плазмонный', 0.9176715016365051), ('монослой', 0.9114675521850586), ('колонный', 0.9069241285324097), ('одностенной', 0.9053875803947449), ('электрооптический', 0.9025497436523438), ('нанокомпозит', 0.9022846817970276), ('иттриевой', 0.900580883026123), ('неоднородность', 0.8992031216621399), ('альбумин', 0.8970139026641846)]"
мочевой,"[('спирт', 0.9064395427703857), ('электрокардиограмма', 0.9001471996307373), ('циркулировать', 0.8969560265541077), ('краситель', 0.8911869525909424), ('кальций', 0.8908153772354126), ('токсичный', 0.890676736831665), ('водород', 0.8895635604858398), ('флуоресценция', 0.8880966305732727), ('трубка', 0.8871142268180847), ('углерод', 0.8870015144348145)]"
пузырь,"[('мочевой', 0.88397616147995), ('макароны', 0.881424605846405), ('электрокардиограмма', 0.8782616257667542), ('утолять', 0.8644460439682007), ('крупа', 0.8612213134765625), ('сок', 0.8612060546875), ('высокотемпературный', 0.8609394431114197), ('полотенце', 0.8604750037193298), ('мокрый', 0.8599643111228943), ('цок', 0.8582373857498169)]"
логичный,[]
скамья,[]
утвердиться,[]
возрастать,[]
аспирантура,[]
недалёкий,[]
страдать,"[('конечность', 0.8401750326156616), ('хронический', 0.8385261297225952), ('инфицировать', 0.8343928456306458), ('больной', 0.8295329809188843), ('туберкулёз', 0.8054928183555603), ('усиливать', 0.8006446957588196)]"
онкология,"[('токсичный', 0.8618196845054626), ('опухолевый', 0.858137845993042), ('онкологический', 0.8556717038154602), ('рак', 0.854393482208252), ('кожный', 0.8541081547737122), ('желудочный', 0.8535793423652649), ('инфекционный', 0.8505253791809082), ('дефект', 0.8492391705513), ('меланома', 0.8467453122138977), ('опухоль', 0.8450493812561035)]"
синергия,[]
заряжаться,[]
энергия,[]
огонёк,"[('ребятишки', 0.8203682899475098), ('блондинка', 0.8181044459342957), ('цыганка', 0.8171663880348206), ('моряк', 0.8127422332763672), ('аромат', 0.805143415927887), ('молния', 0.8040673136711121), ('душевно', 0.8030883073806763), ('избушка', 0.8024904727935791), ('успокаивать', 0.8021867871284485), ('фокусник', 0.8003842830657959)]"
углублённый,[]
трамвайный,[]
трамвай,[]
непредвиденный,[]
топология,"[('топологический', 0.8548905253410339), ('поверхностный', 0.8546931743621826), ('ферромагнитный', 0.8538340330123901), ('индуцировать', 0.8532947301864624), ('кристаллический', 0.8520104289054871), ('волновод', 0.8517371416091919), ('анизотропия', 0.8493477702140808), ('магнитная', 0.8484609127044678), ('ион', 0.848112165927887), ('латеральный', 0.8464096784591675)]"
приобщение,[]
изобретательский,[]
равнодушие,"[('гонение', 0.8436473608016968), ('чудовищный', 0.8410570025444031), ('манипулировать', 0.8391714096069336), ('стратосферный', 0.8324528336524963), ('традиционализм', 0.8308802843093872), ('незнание', 0.8298496007919312), ('проезжать', 0.8252626061439514), ('высмеивать', 0.8207226991653442), ('уничтожать', 0.819873034954071), ('панацея', 0.8184672594070435)]"
музееведение,[]
артефакт,[]
видеохостинг,[]
субкультура,[]
социокультурный,[]
„,[]
реалия,[]
апробировать,[]
дипломант,[]
киноток,"[('пятигорский', 0.8045657873153687)]"
дебют,[]
монтажёр,"[('видеооператор', 0.8162610530853271)]"
посчастливиться,[]
вылиться,[]
корреспондентский,"[('минобрнауки', 0.8057937026023865), ('макс', 0.8017528057098389), ('кукушка', 0.8000626564025879)]"
операторский,[]
иппотерапия,[]
начинаться,[]
стул,"[('накрыть', 0.8227444887161255)]"
сказочник,[]
альтернативный,[]
тесный,[]
комната,"[('каб', 0.807881772518158)]"
ожидать,"[('ждать', 0.826807975769043)]"
высокооплачиваемый,[]
раздумывать,[]
соглашаться,[]
опечалить,"[('минобрнауки', 0.9336859583854675), ('рфдокумент', 0.9297254085540771), ('барахолка', 0.9274324178695679), ('смола', 0.9267365336418152), ('пускаться', 0.9253394603729248), ('бизон', 0.924274206161499), ('рукав', 0.9242485761642456), ('бобёр', 0.9214665293693542), ('лучшиевыпускникисаратовскогоуниверситет', 0.9205554127693176), ('хармонь', 0.919722318649292)]"
сокурсник,[]
царство,"[('завораживать', 0.8285737633705139), ('юбка', 0.8221977949142456), ('голубой', 0.8188108801841736), ('тёмный', 0.8187193870544434), ('серый', 0.8128235936164856), ('дождь', 0.8112184405326843), ('парить', 0.8099879026412964), ('узор', 0.809258759021759), ('избушка', 0.806391179561615), ('разноцветный', 0.8050258755683899)]"
снежный,[]
королева,"[('король', 0.864703893661499), ('пленница', 0.842685341835022), ('колобок', 0.8400339484214783), ('кот', 0.8370417952537537), ('пёс', 0.8327917456626892), ('клоун', 0.8250706791877747), ('нежный', 0.8229948878288269), ('романтический', 0.8229305148124695), ('принцесса', 0.8220607042312622), ('лезгинка', 0.8210514783859253)]"
ключ,[]
барабанный,"[('электрогитара', 0.8827863335609436), ('макароны', 0.8722459673881531), ('клетчатый', 0.8682910203933716), ('радужный', 0.8681796789169312), ('лягушка', 0.8654450178146362), ('сапог', 0.8626853227615356), ('клавиша', 0.8620326519012451), ('лебедь', 0.8618438243865967), ('простыня', 0.8614808917045593), ('вышитый', 0.8613272309303284)]"
арабский,[]
достигать,"[('добиваться', 0.8219589591026306)]"
разочаровать,"[('опечалить', 0.8603881597518921), ('рфдокумент', 0.8386081457138062), ('воспевать', 0.8370562791824341), ('рукав', 0.8369574546813965), ('парировать', 0.8365186452865601), ('соседка', 0.8337922692298889), ('ужасно', 0.8334867358207703), ('почемучка', 0.8329821825027466), ('проектироваться', 0.8320589661598206), ('одолевать', 0.8304301500320435)]"
быт,[]
расстаться,"[('повзрослеть', 0.8048161864280701)]"
мораль,[]
